Codigo_venta,Product_id,Empleado_id,Quantity,Dia,Month,Year,Sales,Igv,Total,Moneda,Estado,Tipo_comp
14096,P0145,1,4,23,August,2024,81.56,14.68,96.24,PEN,Procedió,Nota de crédito
14097,P0135,12,5,16,August,2024,905.25,162.94,1068.19,PEN,Procedió,Factura
14098,P0138,13,2,13,August,2024,52.32,9.42,61.74,PEN,Procedió,Boleta
14099,P0043,12,8,8,August,2024,65.92,11.87,77.79,PEN,Procedió,Factura
14100,P0050,3,7,10,August,2024,355.04,63.91,418.95,PEN,Procedió,Nota de crédito
14101,P0101,3,1,11,August,2024,175.96,31.67,207.63,PEN,Procedió,Boleta
14102,P0012,10,6,30,August,2024,757.44,136.34,893.78,PEN,Procedió,Boleta
14103,P0071,2,3,18,August,2024,474.93,85.49,560.42,PEN,Procedió,Boleta
14104,P0047,11,4,20,August,2024,486.88,87.64,574.52,PEN,Procedió,Nota de crédito
14105,P0059,10,3,1,August,2025,275.37,0.0,275.37,PEN,Anulado,Factura
14106,P0031,7,1,31,August,2024,74.27,0.0,74.27,PEN,Anulado,Nota de crédito
14107,P0077,8,5,15,August,2025,688.65,0.0,688.65,PEN,Anulado,Nota de crédito
14108,P0014,4,9,1,August,2025,297.9,53.62,351.52,PEN,Procedió,Factura
14109,P0015,9,3,4,August,2024,24.84,0.0,24.84,PEN,Anulado,Boleta
14110,P0091,2,1,8,August,2025,22.9,0.0,22.9,PEN,Anulado,Nota de crédito
14111,P0052,2,5,29,August,2024,83.2,14.98,98.18,PEN,Procedió,Nota de crédito
14112,P0048,1,8,20,August,2025,578.72,104.17,682.89,PEN,Procedió,Factura
14113,P0028,2,9,8,August,2025,880.83,158.55,1039.38,PEN,Procedió,Factura
14114,P0110,1,4,20,August,2025,753.6,135.65,889.25,PEN,Procedió,Boleta
14115,P0105,1,8,25,August,2025,1098.96,197.81,1296.77,PEN,Procedió,Factura
14116,P0005,8,1,22,August,2025,166.16,29.91,196.07,PEN,Procedió,Factura
14117,P0018,10,5,3,August,2024,643.4,115.81,759.21,PEN,Procedió,Boleta
14118,P0006,2,9,30,August,2024,227.79,41.0,268.79,PEN,Procedió,Nota de crédito
14119,P0040,10,2,22,August,2024,395.4,71.17,466.57,PEN,Procedió,Nota de crédito
14120,P0037,7,3,1,August,2024,263.28,0.0,263.28,PEN,Anulado,Boleta
14121,P0149,4,4,7,August,2024,267.72,48.19,315.91,PEN,Procedió,Boleta
14122,P0006,15,10,3,August,2024,253.1,45.56,298.66,PEN,Procedió,Factura
14123,P0111,4,1,25,August,2025,28.14,5.07,33.21,PEN,Procedió,Boleta
14124,P0111,13,2,15,August,2024,56.28,0.0,56.28,PEN,Anulado,Boleta
14125,P0106,14,9,12,August,2025,728.91,131.2,860.11,PEN,Procedió,Boleta
14126,P0136,15,2,30,August,2024,307.52,55.35,362.87,PEN,Procedió,Factura
14127,P0064,6,7,4,August,2025,167.09,30.08,197.17,PEN,Procedió,Nota de crédito
14128,P0021,9,10,7,August,2025,329.4,0.0,329.4,PEN,Anulado,Nota de crédito
14129,P0043,12,2,25,August,2025,16.48,0.0,16.48,PEN,Anulado,Factura
14130,P0045,2,2,4,August,2025,192.8,34.7,227.5,PEN,Procedió,Boleta
14131,P0022,2,6,20,August,2025,155.34,27.96,183.3,PEN,Procedió,Factura
14132,P0052,7,9,15,August,2024,149.76,0.0,149.76,PEN,Anulado,Factura
14133,P0012,3,2,26,August,2025,252.48,45.45,297.93,PEN,Procedió,Nota de crédito
14134,P0028,15,5,10,August,2025,489.35,88.08,577.43,PEN,Procedió,Nota de crédito
14135,P0045,1,6,22,August,2025,578.4,0.0,578.4,PEN,Anulado,Factura
14136,P0029,14,6,17,August,2024,608.76,109.58,718.34,PEN,Procedió,Boleta
14137,P0041,15,7,23,August,2024,628.95,113.21,742.16,PEN,Procedió,Nota de crédito
14138,P0081,14,6,26,August,2025,690.96,124.37,815.33,PEN,Procedió,Boleta
14139,P0052,13,3,30,August,2024,49.92,8.99,58.91,PEN,Procedió,Nota de crédito
14140,P0025,9,8,28,August,2024,1592.08,286.57,1878.65,PEN,Procedió,Boleta
14141,P0075,10,10,28,August,2024,1956.7,352.21,2308.91,PEN,Procedió,Boleta
14142,P0048,15,5,7,August,2024,361.7,65.11,426.81,PEN,Procedió,Factura
14143,P0145,5,1,20,August,2024,20.39,3.67,24.06,PEN,Procedió,Nota de crédito
14144,P0114,1,1,12,August,2024,17.91,3.22,21.13,PEN,Procedió,Boleta
14145,P0131,1,2,18,August,2024,211.38,0.0,211.38,PEN,Anulado,Factura
14146,P0020,8,8,3,August,2024,44.56,8.02,52.58,PEN,Procedió,Boleta
14147,P0058,15,7,31,August,2025,1263.22,227.38,1490.6,PEN,Procedió,Boleta
14148,P0129,15,1,17,August,2025,86.58,15.58,102.16,PEN,Procedió,Nota de crédito
14149,P0130,2,6,23,August,2024,233.1,41.96,275.06,PEN,Procedió,Boleta
14150,P0024,2,5,24,August,2025,787.65,141.78,929.43,PEN,Procedió,Factura
14151,P0146,6,3,29,August,2025,291.12,52.4,343.52,PEN,Procedió,Boleta
14152,P0123,13,6,14,August,2024,174.3,31.37,205.67,PEN,Procedió,Boleta
14153,P0055,15,1,23,August,2024,31.47,5.66,37.13,PEN,Procedió,Boleta
14154,P0026,9,4,14,August,2025,338.48,0.0,338.48,PEN,Anulado,Nota de crédito
14155,P0079,13,1,2,August,2025,21.14,3.81,24.95,PEN,Procedió,Nota de crédito
14156,P0063,9,3,5,August,2025,212.67,38.28,250.95,PEN,Procedió,Boleta
14157,P0097,10,3,1,August,2024,319.62,57.53,377.15,PEN,Procedió,Boleta
14158,P0014,9,2,18,August,2025,66.2,11.92,78.12,PEN,Procedió,Boleta
14159,P0055,5,8,14,August,2024,251.76,45.32,297.08,PEN,Procedió,Factura
14160,P0126,6,3,5,August,2024,381.84,68.73,450.57,PEN,Procedió,Nota de crédito
14161,P0070,4,9,29,August,2024,850.14,153.03,1003.17,PEN,Procedió,Factura
14162,P0048,15,1,2,August,2024,72.34,13.02,85.36,PEN,Procedió,Boleta
14163,P0056,8,8,5,August,2025,708.16,127.47,835.63,PEN,Procedió,Boleta
14164,P0140,9,1,16,August,2025,27.39,4.93,32.32,PEN,Procedió,Nota de crédito
14165,P0078,7,10,18,August,2025,1415.3,254.75,1670.05,PEN,Procedió,Nota de crédito
14166,P0118,12,1,26,August,2024,153.95,0.0,153.95,PEN,Anulado,Factura
14167,P0001,1,8,31,August,2025,1288.4,231.91,1520.31,PEN,Procedió,Nota de crédito
14168,P0011,13,6,22,August,2024,245.4,44.17,289.57,PEN,Procedió,Factura
14169,P0083,11,6,25,August,2025,591.9,106.54,698.44,PEN,Procedió,Factura
14170,P0015,6,5,28,August,2024,41.4,7.45,48.85,PEN,Procedió,Nota de crédito
14171,P0044,8,4,26,August,2024,574.12,103.34,677.46,PEN,Procedió,Nota de crédito
14172,P0109,1,5,4,August,2025,757.85,136.41,894.26,PEN,Procedió,Factura
14173,P0038,7,3,11,August,2025,378.81,68.19,447.0,PEN,Procedió,Boleta
14174,P0040,5,10,2,August,2024,1977.0,355.86,2332.86,PEN,Procedió,Boleta
14175,P0115,14,8,23,August,2025,1247.84,224.61,1472.45,PEN,Procedió,Nota de crédito
14176,P0114,14,6,27,August,2025,107.46,19.34,126.8,PEN,Procedió,Factura
14177,P0084,4,5,7,August,2025,860.05,154.81,1014.86,PEN,Procedió,Boleta
14178,P0137,6,6,21,August,2025,147.66,26.58,174.24,PEN,Procedió,Factura
14179,P0066,13,5,12,August,2024,698.35,125.7,824.05,PEN,Procedió,Nota de crédito
14180,P0054,10,6,5,August,2025,278.7,0.0,278.7,PEN,Anulado,Factura
14181,P0012,15,6,27,August,2024,757.44,136.34,893.78,PEN,Procedió,Factura
14182,P0005,1,8,9,August,2024,1329.28,239.27,1568.55,PEN,Procedió,Boleta
14183,P0140,15,10,30,August,2025,273.9,49.3,323.2,PEN,Procedió,Boleta
14184,P0081,10,9,10,August,2024,1036.44,186.56,1223.0,PEN,Procedió,Nota de crédito
14185,P0146,4,10,19,August,2025,970.4,174.67,1145.07,PEN,Procedió,Factura
14186,P0033,13,9,31,August,2024,837.9,150.82,988.72,PEN,Procedió,Nota de crédito
14187,P0080,15,2,18,August,2025,141.6,25.49,167.09,PEN,Procedió,Factura
14188,P0072,1,4,7,August,2025,149.36,26.88,176.24,PEN,Procedió,Boleta
14189,P0005,14,8,15,August,2024,1329.28,0.0,1329.28,PEN,Anulado,Boleta
14190,P0028,12,10,5,August,2025,978.7,176.17,1154.87,PEN,Procedió,Nota de crédito
14191,P0110,3,1,5,August,2025,188.4,33.91,222.31,PEN,Procedió,Nota de crédito
14192,P0054,9,8,20,August,2025,371.6,0.0,371.6,PEN,Anulado,Nota de crédito
14193,P0095,15,7,10,August,2024,1023.61,184.25,1207.86,PEN,Procedió,Factura
14194,P0031,11,6,7,August,2025,445.62,80.21,525.83,PEN,Procedió,Boleta
14195,P0128,11,10,11,August,2024,200.6,0.0,200.6,PEN,Anulado,Nota de crédito
14196,P0084,9,3,10,August,2025,516.03,0.0,516.03,PEN,Anulado,Boleta
14197,P0058,14,8,9,August,2025,1443.68,259.86,1703.54,PEN,Procedió,Factura
14198,P0107,14,1,25,August,2024,172.4,31.03,203.43,PEN,Procedió,Boleta
14199,P0002,7,8,31,August,2024,908.16,163.47,1071.63,PEN,Procedió,Factura
14200,P0001,12,4,4,August,2024,644.2,0.0,644.2,PEN,Anulado,Factura
14201,P0078,9,6,24,August,2025,849.18,152.85,1002.03,PEN,Procedió,Factura
14202,P0046,15,9,30,August,2024,243.0,43.74,286.74,PEN,Procedió,Nota de crédito
14203,P0004,1,5,22,August,2025,690.6,124.31,814.91,PEN,Procedió,Nota de crédito
14204,P0067,1,6,11,August,2024,182.7,32.89,215.59,PEN,Procedió,Boleta
14205,P0058,15,8,13,August,2024,1443.68,259.86,1703.54,PEN,Procedió,Nota de crédito
14206,P0022,13,10,30,August,2024,258.9,46.6,305.5,PEN,Procedió,Nota de crédito
14207,P0049,4,4,20,August,2025,397.68,71.58,469.26,PEN,Procedió,Nota de crédito
14208,P0068,2,1,12,August,2025,138.15,24.87,163.02,PEN,Procedió,Boleta
14209,P0033,1,8,20,August,2024,744.8,134.06,878.86,PEN,Procedió,Nota de crédito
14210,P0076,5,6,28,August,2024,60.0,10.8,70.8,PEN,Procedió,Boleta
14211,P0127,2,5,28,August,2025,224.8,40.46,265.26,PEN,Procedió,Factura
14212,P0074,8,9,2,August,2025,1721.61,309.89,2031.5,PEN,Procedió,Boleta
14213,P0068,1,7,31,August,2024,967.05,0.0,967.05,PEN,Anulado,Factura
14214,P0099,1,4,2,August,2025,360.08,0.0,360.08,PEN,Anulado,Nota de crédito
14215,P0102,9,9,23,August,2024,1795.5,323.19,2118.69,PEN,Procedió,Boleta
14216,P0118,8,4,11,August,2025,615.8,110.84,726.64,PEN,Procedió,Boleta
14217,P0084,4,2,24,August,2025,344.02,61.92,405.94,PEN,Procedió,Nota de crédito
14218,P0032,12,7,22,August,2024,821.03,147.79,968.82,PEN,Procedió,Boleta
14219,P0111,9,1,1,August,2024,28.14,5.07,33.21,PEN,Procedió,Factura
14220,P0010,12,1,5,August,2024,19.58,3.52,23.1,PEN,Procedió,Factura
14221,P0091,5,8,28,August,2024,183.2,32.98,216.18,PEN,Procedió,Factura
14222,P0091,5,2,21,August,2025,45.8,8.24,54.04,PEN,Procedió,Boleta
14223,P0092,14,5,8,August,2024,395.85,71.25,467.1,PEN,Procedió,Factura
14224,P0119,13,8,5,August,2024,1004.08,180.73,1184.81,PEN,Procedió,Nota de crédito
14225,P0098,3,10,27,August,2024,1149.2,206.86,1356.06,PEN,Procedió,Boleta
14226,P0080,12,7,27,August,2025,495.6,89.21,584.81,PEN,Procedió,Nota de crédito
14227,P0045,15,6,5,August,2024,578.4,104.11,682.51,PEN,Procedió,Nota de crédito
14228,P0007,14,1,17,August,2025,180.94,32.57,213.51,PEN,Procedió,Nota de crédito
14229,P0150,3,6,4,August,2025,692.94,124.73,817.67,PEN,Procedió,Nota de crédito
14230,P0134,7,1,20,August,2024,34.91,6.28,41.19,PEN,Procedió,Nota de crédito
14231,P0098,2,7,12,August,2024,804.44,144.8,949.24,PEN,Procedió,Nota de crédito
14232,P0040,1,4,4,August,2024,790.8,142.34,933.14,PEN,Procedió,Boleta
14233,P0107,7,10,28,August,2025,1724.0,310.32,2034.32,PEN,Procedió,Boleta
14234,P0016,4,10,1,August,2024,1911.4,344.05,2255.45,PEN,Procedió,Nota de crédito
14235,P0087,15,3,12,August,2024,447.6,0.0,447.6,PEN,Anulado,Boleta
14236,P0075,12,7,21,August,2024,1369.69,246.54,1616.23,PEN,Procedió,Factura
14237,P0083,13,5,27,August,2025,493.25,0.0,493.25,PEN,Anulado,Nota de crédito
14238,P0043,1,8,20,August,2024,65.92,11.87,77.79,PEN,Procedió,Boleta
14239,P0075,2,3,18,August,2024,587.01,105.66,692.67,PEN,Procedió,Factura
14240,P0112,11,8,13,August,2025,680.24,122.44,802.68,PEN,Procedió,Factura
14241,P0140,8,6,14,August,2024,164.34,29.58,193.92,PEN,Procedió,Factura
14242,P0047,5,9,21,August,2024,1095.48,0.0,1095.48,PEN,Anulado,Boleta
14243,P0050,11,2,28,August,2024,101.44,18.26,119.7,PEN,Procedió,Factura
14244,P0078,4,10,31,August,2025,1415.3,0.0,1415.3,PEN,Anulado,Factura
14245,P0129,15,3,16,August,2025,259.74,46.75,306.49,PEN,Procedió,Nota de crédito
14246,P0016,1,6,16,August,2024,1146.84,0.0,1146.84,PEN,Anulado,Boleta
14247,P0088,3,6,30,August,2024,156.18,0.0,156.18,PEN,Anulado,Boleta
14248,P0101,1,6,19,August,2024,1055.76,190.04,1245.8,PEN,Procedió,Boleta
14249,P0046,11,3,23,August,2024,81.0,0.0,81.0,PEN,Anulado,Nota de crédito
14250,P0025,7,5,10,August,2024,995.05,179.11,1174.16,PEN,Procedió,Nota de crédito
14251,P0087,9,2,23,August,2024,298.4,53.71,352.11,PEN,Procedió,Factura
14252,P0082,4,5,6,August,2024,501.05,90.19,591.24,PEN,Procedió,Boleta
14253,P0017,3,2,22,August,2025,185.74,33.43,219.17,PEN,Procedió,Boleta
14254,P0056,6,2,13,August,2024,177.04,31.87,208.91,PEN,Procedió,Boleta
14255,P0136,3,3,15,August,2025,461.28,0.0,461.28,PEN,Anulado,Nota de crédito
14256,P0009,13,2,3,August,2024,129.62,23.33,152.95,PEN,Procedió,Boleta
14257,P0008,5,7,14,August,2024,1326.08,238.69,1564.77,PEN,Procedió,Boleta
14258,P0117,7,7,6,August,2025,631.82,0.0,631.82,PEN,Anulado,Nota de crédito
14259,P0026,14,2,18,August,2025,169.24,30.46,199.7,PEN,Procedió,Nota de crédito
14260,P0115,5,2,30,August,2025,311.96,56.15,368.11,PEN,Procedió,Boleta
14261,P0075,11,9,6,August,2025,1761.03,316.99,2078.02,PEN,Procedió,Factura
14262,P0098,14,7,27,August,2025,804.44,0.0,804.44,PEN,Anulado,Nota de crédito
14263,P0096,14,9,12,August,2025,604.44,108.8,713.24,PEN,Procedió,Nota de crédito
14264,P0118,15,9,30,August,2024,1385.55,0.0,1385.55,PEN,Anulado,Nota de crédito
14265,P0003,12,4,10,August,2025,705.48,126.99,832.47,PEN,Procedió,Boleta
14266,P0148,12,9,3,August,2025,762.21,137.2,899.41,PEN,Procedió,Nota de crédito
14267,P0087,6,7,6,August,2025,1044.4,187.99,1232.39,PEN,Procedió,Factura
14268,P0115,1,7,30,August,2024,1091.86,196.53,1288.39,PEN,Procedió,Factura
14269,P0052,2,5,12,August,2025,83.2,14.98,98.18,PEN,Procedió,Boleta
14270,P0101,8,10,29,August,2025,1759.6,316.73,2076.33,PEN,Procedió,Nota de crédito
14271,P0101,13,6,19,August,2024,1055.76,190.04,1245.8,PEN,Procedió,Boleta
14272,P0018,6,7,26,August,2025,900.76,0.0,900.76,PEN,Anulado,Factura
14273,P0133,2,1,19,August,2025,9.46,1.7,11.16,PEN,Procedió,Nota de crédito
14274,P0104,12,5,21,August,2024,110.15,19.83,129.98,PEN,Procedió,Factura
14275,P0028,1,10,8,August,2024,978.7,176.17,1154.87,PEN,Procedió,Boleta
14276,P0127,2,9,5,August,2024,404.64,0.0,404.64,PEN,Anulado,Boleta
14277,P0090,12,10,9,August,2024,1678.0,302.04,1980.04,PEN,Procedió,Factura
14278,P0026,2,8,10,August,2025,676.96,121.85,798.81,PEN,Procedió,Nota de crédito
14279,P0112,1,10,26,August,2025,850.3,0.0,850.3,PEN,Anulado,Nota de crédito
14280,P0041,4,4,27,August,2024,359.4,64.69,424.09,PEN,Procedió,Boleta
14281,P0036,14,7,4,August,2024,346.78,62.42,409.2,PEN,Procedió,Boleta
14282,P0108,8,9,11,August,2025,347.76,0.0,347.76,PEN,Anulado,Factura
14283,P0053,8,7,29,August,2025,1078.49,0.0,1078.49,PEN,Anulado,Nota de crédito
14284,P0078,8,2,6,August,2025,283.06,50.95,334.01,PEN,Procedió,Factura
14285,P0064,3,7,24,August,2024,167.09,30.08,197.17,PEN,Procedió,Nota de crédito
14286,P0114,15,4,18,August,2025,71.64,12.9,84.54,PEN,Procedió,Factura
14287,P0127,12,7,29,August,2024,314.72,56.65,371.37,PEN,Procedió,Factura
14288,P0050,1,2,4,August,2025,101.44,0.0,101.44,PEN,Anulado,Nota de crédito
14289,P0069,12,3,5,August,2025,18.81,0.0,18.81,PEN,Anulado,Boleta
14290,P0076,13,6,20,August,2024,60.0,10.8,70.8,PEN,Procedió,Factura
14291,P0032,4,2,18,August,2025,234.58,42.22,276.8,PEN,Procedió,Factura
14292,P0096,5,1,28,August,2025,67.16,12.09,79.25,PEN,Procedió,Nota de crédito
14293,P0102,3,7,17,August,2025,1396.5,251.37,1647.87,PEN,Procedió,Nota de crédito
14294,P0013,3,4,13,August,2025,313.36,56.4,369.76,PEN,Procedió,Boleta
14295,P0008,1,2,23,August,2024,378.88,0.0,378.88,PEN,Anulado,Boleta
14296,P0042,15,7,18,August,2024,125.79,22.64,148.43,PEN,Procedió,Nota de crédito
14297,P0015,3,6,15,August,2024,49.68,8.94,58.62,PEN,Procedió,Boleta
14298,P0149,1,1,5,August,2024,66.93,12.05,78.98,PEN,Procedió,Nota de crédito
14299,P0073,11,2,15,August,2025,18.84,3.39,22.23,PEN,Procedió,Boleta
14300,P0005,2,9,8,August,2025,1495.44,269.18,1764.62,PEN,Procedió,Factura
14301,P0145,9,6,31,August,2024,122.34,0.0,122.34,PEN,Anulado,Boleta
14302,P0016,15,7,28,August,2024,1337.98,240.84,1578.82,PEN,Procedió,Nota de crédito
14303,P0004,11,4,18,August,2025,552.48,99.45,651.93,PEN,Procedió,Boleta
14304,P0119,10,7,21,August,2024,878.57,158.14,1036.71,PEN,Procedió,Boleta
14305,P0093,14,2,17,August,2024,141.72,25.51,167.23,PEN,Procedió,Boleta
14306,P0103,10,8,9,August,2024,234.08,42.13,276.21,PEN,Procedió,Boleta
14307,P0089,14,6,2,August,2025,152.34,27.42,179.76,PEN,Procedió,Factura
14308,P0148,15,7,6,August,2024,592.83,106.71,699.54,PEN,Procedió,Factura
14309,P0136,11,10,31,August,2025,1537.6,276.77,1814.37,PEN,Procedió,Nota de crédito
14310,P0137,9,1,22,August,2025,24.61,0.0,24.61,PEN,Anulado,Factura
14311,P0086,4,2,21,August,2025,70.66,12.72,83.38,PEN,Procedió,Boleta
14312,P0004,12,4,30,August,2025,552.48,99.45,651.93,PEN,Procedió,Factura
14313,P0139,1,8,4,August,2025,509.52,91.71,601.23,PEN,Procedió,Boleta
14314,P0012,7,2,23,August,2025,252.48,0.0,252.48,PEN,Anulado,Nota de crédito
14315,P0104,2,7,3,August,2025,154.21,27.76,181.97,PEN,Procedió,Factura
14316,P0042,12,2,7,August,2025,35.94,0.0,35.94,PEN,Anulado,Nota de crédito
14317,P0001,1,4,17,August,2024,644.2,115.96,760.16,PEN,Procedió,Factura
14318,P0114,6,9,14,August,2025,161.19,0.0,161.19,PEN,Anulado,Factura
14319,P0106,4,6,31,August,2025,485.94,87.47,573.41,PEN,Procedió,Nota de crédito
14320,P0052,10,2,23,August,2024,33.28,5.99,39.27,PEN,Procedió,Factura
14321,P0138,1,7,31,August,2025,183.12,32.96,216.08,PEN,Procedió,Boleta
14322,P0131,3,6,18,August,2025,634.14,114.15,748.29,PEN,Procedió,Boleta
14323,P0033,9,9,25,August,2024,837.9,0.0,837.9,PEN,Anulado,Nota de crédito
14324,P0007,5,4,13,August,2024,723.76,130.28,854.04,PEN,Procedió,Boleta
14325,P0048,4,5,9,August,2024,361.7,0.0,361.7,PEN,Anulado,Factura
14326,P0067,4,7,23,August,2024,213.15,38.37,251.52,PEN,Procedió,Boleta
14327,P0012,12,1,31,August,2025,126.24,22.72,148.96,PEN,Procedió,Nota de crédito
14328,P0137,10,7,1,August,2025,172.27,31.01,203.28,PEN,Procedió,Boleta
14329,P0005,6,4,17,August,2025,664.64,119.64,784.28,PEN,Procedió,Nota de crédito
14330,P0059,5,6,2,August,2024,550.74,99.13,649.87,PEN,Procedió,Factura
14331,P0141,10,1,6,August,2024,15.88,2.86,18.74,PEN,Procedió,Factura
14332,P0004,5,8,5,August,2025,1104.96,198.89,1303.85,PEN,Procedió,Nota de crédito
14333,P0014,4,6,28,August,2024,198.6,35.75,234.35,PEN,Procedió,Nota de crédito
14334,P0150,8,2,26,August,2025,230.98,41.58,272.56,PEN,Procedió,Nota de crédito
14335,P0128,4,6,22,August,2025,120.36,0.0,120.36,PEN,Anulado,Boleta
14336,P0024,15,1,20,August,2025,157.53,28.36,185.89,PEN,Procedió,Factura
14337,P0003,1,3,13,August,2024,529.11,0.0,529.11,PEN,Anulado,Nota de crédito
14338,P0066,4,7,14,August,2025,977.69,175.98,1153.67,PEN,Procedió,Boleta
14339,P0013,11,4,27,August,2024,313.36,56.4,369.76,PEN,Procedió,Factura
14340,P0066,7,10,1,August,2024,1396.7,251.41,1648.11,PEN,Procedió,Nota de crédito
14341,P0058,4,7,12,August,2025,1263.22,227.38,1490.6,PEN,Procedió,Factura
14342,P0038,1,4,12,August,2025,505.08,90.91,595.99,PEN,Procedió,Factura
14343,P0111,4,4,3,August,2025,112.56,20.26,132.82,PEN,Procedió,Boleta
14344,P0078,2,4,30,August,2025,566.12,101.9,668.02,PEN,Procedió,Nota de crédito
14345,P0142,6,8,22,August,2025,1250.64,225.12,1475.76,PEN,Procedió,Nota de crédito
14346,P0094,12,10,5,August,2025,1481.2,266.62,1747.82,PEN,Procedió,Factura
14347,P0012,7,5,16,August,2024,631.2,0.0,631.2,PEN,Anulado,Boleta
14348,P0137,8,6,28,August,2025,147.66,0.0,147.66,PEN,Anulado,Boleta
14349,P0090,10,9,1,August,2024,1510.2,271.84,1782.04,PEN,Procedió,Boleta
14350,P0011,14,4,4,August,2025,163.6,29.45,193.05,PEN,Procedió,Factura
14351,P0027,1,7,13,August,2024,240.03,43.21,283.24,PEN,Procedió,Boleta
14352,P0126,8,2,29,August,2025,254.56,0.0,254.56,PEN,Anulado,Boleta
14353,P0076,2,3,21,August,2024,30.0,0.0,30.0,PEN,Anulado,Boleta
14354,P0031,7,5,21,August,2025,371.35,66.84,438.19,PEN,Procedió,Boleta
14355,P0129,2,6,3,August,2024,519.48,93.51,612.99,PEN,Procedió,Factura
14356,P0093,15,7,12,August,2025,496.02,89.28,585.3,PEN,Procedió,Nota de crédito
14357,P0079,12,9,16,August,2025,190.26,34.25,224.51,PEN,Procedió,Boleta
14358,P0040,14,10,19,August,2025,1977.0,355.86,2332.86,PEN,Procedió,Nota de crédito
14359,P0039,14,4,13,August,2025,520.16,93.63,613.79,PEN,Procedió,Nota de crédito
14360,P0093,2,6,16,August,2025,425.16,76.53,501.69,PEN,Procedió,Factura
14361,P0054,7,9,8,August,2024,418.05,75.25,493.3,PEN,Procedió,Factura
14362,P0031,6,6,4,August,2025,445.62,80.21,525.83,PEN,Procedió,Factura
14363,P0074,2,10,11,August,2024,1912.9,0.0,1912.9,PEN,Anulado,Nota de crédito
14364,P0016,4,2,18,August,2025,382.28,68.81,451.09,PEN,Procedió,Factura
14365,P0049,9,6,8,August,2024,596.52,0.0,596.52,PEN,Anulado,Factura
14366,P0128,8,4,6,August,2025,80.24,14.44,94.68,PEN,Procedió,Nota de crédito
14367,P0122,4,10,27,August,2024,62.0,0.0,62.0,PEN,Anulado,Boleta
14368,P0092,14,2,14,August,2025,158.34,28.5,186.84,PEN,Procedió,Boleta
14369,P0131,14,6,22,August,2025,634.14,114.15,748.29,PEN,Procedió,Boleta
14370,P0116,14,5,1,August,2025,244.95,44.09,289.04,PEN,Procedió,Boleta
14371,P0117,9,8,21,August,2025,722.08,129.97,852.05,PEN,Procedió,Factura
14372,P0037,12,1,30,August,2025,87.76,15.8,103.56,PEN,Procedió,Nota de crédito
14373,P0130,12,7,26,August,2025,271.95,48.95,320.9,PEN,Procedió,Boleta
14374,P0043,11,9,30,August,2024,74.16,13.35,87.51,PEN,Procedió,Nota de crédito
14375,P0057,8,1,7,August,2025,105.4,18.97,124.37,PEN,Procedió,Nota de crédito
14376,P0019,11,8,24,August,2024,847.6,152.57,1000.17,PEN,Procedió,Factura
14377,P0069,11,6,26,August,2024,37.62,0.0,37.62,PEN,Anulado,Boleta
14378,P0116,13,6,3,August,2025,293.94,52.91,346.85,PEN,Procedió,Boleta
14379,P0034,8,10,16,August,2024,1487.4,0.0,1487.4,PEN,Anulado,Factura
14380,P0008,2,4,19,August,2025,757.76,136.4,894.16,PEN,Procedió,Boleta
14381,P0043,2,6,3,August,2024,49.44,8.9,58.34,PEN,Procedió,Boleta
14382,P0026,5,2,20,August,2024,169.24,30.46,199.7,PEN,Procedió,Factura
14383,P0051,13,10,17,August,2024,519.6,0.0,519.6,PEN,Anulado,Factura
14384,P0109,11,1,22,August,2025,151.57,0.0,151.57,PEN,Anulado,Factura
14385,P0105,15,8,8,August,2025,1098.96,197.81,1296.77,PEN,Procedió,Nota de crédito
14386,P0135,10,1,14,August,2025,181.05,32.59,213.64,PEN,Procedió,Nota de crédito
14387,P0092,6,7,5,August,2025,554.19,0.0,554.19,PEN,Anulado,Nota de crédito
14388,P0145,8,1,19,August,2024,20.39,3.67,24.06,PEN,Procedió,Nota de crédito
14389,P0066,8,2,16,August,2025,279.34,0.0,279.34,PEN,Anulado,Nota de crédito
14390,P0092,3,2,2,August,2024,158.34,28.5,186.84,PEN,Procedió,Factura
14391,P0121,12,3,18,August,2025,239.79,0.0,239.79,PEN,Anulado,Boleta
14392,P0143,9,4,19,August,2024,390.88,70.36,461.24,PEN,Procedió,Boleta
14393,P0082,2,5,17,August,2024,501.05,90.19,591.24,PEN,Procedió,Factura
14394,P0132,1,1,11,August,2025,108.32,19.5,127.82,PEN,Procedió,Nota de crédito
14395,P0094,10,1,13,August,2024,148.12,26.66,174.78,PEN,Procedió,Nota de crédito
14396,P0006,14,1,19,August,2024,25.31,0.0,25.31,PEN,Anulado,Factura
14397,P0076,12,8,14,August,2024,80.0,14.4,94.4,PEN,Procedió,Nota de crédito
14398,P0016,4,9,13,August,2025,1720.26,309.65,2029.91,PEN,Procedió,Nota de crédito
14399,P0024,1,6,16,August,2024,945.18,170.13,1115.31,PEN,Procedió,Factura
14400,P0073,10,7,18,August,2025,65.94,11.87,77.81,PEN,Procedió,Boleta
14401,P0126,9,6,13,August,2024,763.68,0.0,763.68,PEN,Anulado,Nota de crédito
14402,P0094,15,10,23,August,2025,1481.2,0.0,1481.2,PEN,Anulado,Boleta
14403,P0089,5,10,22,August,2024,253.9,45.7,299.6,PEN,Procedió,Factura
14404,P0103,15,1,5,August,2025,29.26,5.27,34.53,PEN,Procedió,Factura
